Date,Close,High,Low,Open,Volume,symbol,swing_high,swing_low,last_swing_high,last_swing_low,bos,bos_down,range_ok,buy_signal,sell_signal,position,entry_price,risk_amount,qty,trade_pnl,equity_curve,strategy_returns,peak,drawdown
2015-02-13 00:00:00,196.33383178710938,197.0399857625853,194.52562907677014,195.5848671822312,7393680.0,RELIANCE.NS,False,False,201.96173460093706,184.3077237267607,False,False,True,0.0,0.0,-1.0,188.73727416992188,2000.0,1059.6740939467961,0.0,1.0,0.0,1.0,0.0
2015-02-16 00:00:00,193.18824768066406,197.76758592734356,192.58907018076474,196.59064338814545,12266698.0,RELIANCE.NS,True,False,197.76758592734356,184.3077237267607,False,False,True,0.0,0.0,-1.0,188.73727416992188,2000.0,1059.6740939467961,0.0,1.0,0.0,1.0,0.0
2015-02-18 00:00:00,192.94215393066406,194.30098096364335,191.39074331319028,192.58906974126074,9835036.0,RELIANCE.NS,False,False,197.76758592734356,184.3077237267607,False,False,True,0.0,0.0,-1.0,188.73727416992188,2000.0,1059.6740939467961,0.0,1.0,0.0,1.0,0.0
2015-02-19 00:00:00,193.02774047851562,194.215382065177,189.92491934252845,194.07627964075965,9550637.0,RELIANCE.NS,False,False,197.76758592734356,184.3077237267607,False,False,True,0.0,0.0,-1.0,188.73727416992188,2000.0,1059.6740939467961,0.0,1.0,0.0,1.0,0.0
2015-02-20 00:00:00,186.8328094482422,191.73313477228302,186.4476279819841,191.57263416205217,18717199.0,RELIANCE.NS,False,False,197.76758592734356,184.3077237267607,False,False,True,0.0,0.0,-1.0,188.73727416992188,2000.0,1059.6740939467961,0.0,1.0,0.0,1.0,0.0
2015-02-23 00:00:00,182.19996643066406,187.61386200854957,181.2691172193531,186.15874320844807,14104463.0,RELIANCE.NS,False,False,197.76758592734356,184.3077237267607,False,True,True,0.0,0.0,-1.0,188.73727416992188,2000.0,1059.6740939467961,0.0,1.0,0.0,1.0,0.0
2015-02-24 00:00:00,180.06007385253906,183.34479374629717,179.10784076900913,182.79912599269178,19946218.0,RELIANCE.NS,False,False,197.76758592734356,184.3077237267607,False,True,True,0.0,1.0,-1.0,188.73727416992188,2000.0,1059.6740939467961,0.0,1.0,0.0,1.0,0.0
2015-02-25 00:00:00,180.42385864257812,183.28060077082046,179.97448267383797,181.6328984084374,15274116.0,RELIANCE.NS,False,False,197.76758592734356,184.3077237267607,False,True,True,0.0,1.0,-1.0,188.73727416992188,2000.0,1059.6740939467961,0.0,1.0,0.0,1.0,0.0
2015-02-26 00:00:00,180.17776489257812,181.88966164130656,179.02222065980368,181.05510429838532,21459750.0,RELIANCE.NS,False,True,197.76758592734356,179.02222065980368,False,False,True,0.0,1.0,-1.0,188.73727416992188,2000.0,1059.6740939467961,0.0,1.0,0.0,1.0,0.0
2015-02-27 00:00:00,183.07730102539062,184.24354442256953,180.73414371246815,181.36540416281517,18659378.0,RELIANCE.NS,False,False,197.76758592734356,179.02222065980368,False,False,True,0.0,0.0,-1.0,188.73727416992188,2000.0,1059.6740939467961,0.0,1.0,0.0,1.0,0.0
2015-11-02 00:00:00,207.9732208251953,208.34158743976616,204.80963910221067,205.63302896102584,7222044.0,RELIANCE.NS,False,False,197.76758592734356,179.02222065980368,True,False,True,0.0,0.0,-1.0,188.73727416992188,2000.0,1059.6740939467961,0.0,1.0,0.0,1.0,0.0
2015-11-03 00:00:00,209.57669067382812,210.28092228034726,208.28742915054943,208.7207991089145,11373522.0,RELIANCE.NS,False,False,197.76758592734356,179.02222065980368,True,False,True,1.0,0.0,1.0,209.57669067382812,2000.0,954.3046001774469,0.0,1.0,0.0,1.0,0.0
2015-11-04 00:00:00,206.1314239501953,211.26684592869807,205.02633845443683,209.75005822789018,10033187.0,RELIANCE.NS,True,False,211.26684592869807,179.02222065980368,False,False,True,1.0,0.0,1.0,209.57669067382812,2000.0,954.3046001774469,0.0,1.0,0.0,1.0,0.0
2015-11-05 00:00:00,202.94615173339844,206.066397894139,202.16609742544742,205.6330279610692,10767454.0,RELIANCE.NS,False,False,211.26684592869807,179.02222065980368,False,False,True,0.0,0.0,1.0,209.57669067382812,2000.0,954.3046001774469,0.0,1.0,0.0,1.0,0.0
2015-11-06 00:00:00,206.3697967529297,206.87900398076283,203.22788227727347,203.563732823321,8367190.0,RELIANCE.NS,False,False,211.26684592869807,179.02222065980368,False,False,True,0.0,0.0,1.0,209.57669067382812,2000.0,954.3046001774469,0.0,1.0,0.0,1.0,0.0
2015-11-09 00:00:00,208.2874298095703,209.0999858276653,200.0967650530466,202.27444873910952,17031699.0,RELIANCE.NS,True,False,209.0999858276653,179.02222065980368,False,False,True,0.0,0.0,1.0,209.57669067382812,2000.0,954.3046001774469,0.0,1.0,0.0,1.0,0.0
